file_index,tile_id,unique_number,Memo,Scale,Significant,Marginal,Subtraction,Error
5571,T00643,13920,nan,zscale,0,0,0,0
5572,T00643,13927,nan,zscale,0,0,0,0
5573,T00643,13947,nan,zscale,0,0,0,0
5574,T00643,13960,nan,zscale,0,0,0,0
5575,T00643,13970,nan,zscale,0,0,0,0
5576,T00643,13982,nan,zscale,0,0,0,0
5577,T00643,13990,nan,zscale,0,0,0,0
5578,T00643,13998,nan,zscale,0,0,0,0
5579,T00643,14023,nan,zscale,0,0,0,0
5580,T00643,14026,nan,zscale,0,0,0,0
5581,T00643,14043,nan,zscale,0,0,0,0
5582,T00643,14044,nan,zscale,0,0,0,0
5583,T00643,14045,nan,zscale,0,0,0,0
5584,T00643,14069,nan,zscale,0,0,0,0
5585,T00643,14112,nan,zscale,0,0,0,0
5586,T00643,14156,nan,zscale,0,0,0,0
5587,T00643,14158,nan,zscale,0,0,0,0
5588,T00643,14164,nan,zscale,0,0,0,0
5589,T00643,14199,nan,zscale,0,0,0,0
5590,T00643,14221,nan,zscale,0,0,0,0
5591,T00643,14240,nan,zscale,0,0,0,0
5592,T00643,14261,nan,zscale,0,0,0,0
5593,T00643,14276,nan,zscale,0,0,0,0
5594,T00643,14302,nan,zscale,0,0,0,0
5595,T00643,14323,nan,zscale,0,0,0,0
5596,T00643,14340,nan,zscale,0,0,0,0
5597,T00643,14345,nan,zscale,0,0,0,0
5598,T00643,14352,nan,zscale,0,0,0,0
5599,T00643,14362,nan,zscale,0,0,0,0
5600,T00643,14400,nan,zscale,0,0,0,0
5601,T00643,14422,nan,zscale,0,0,0,0
5602,T00643,14477,nan,zscale,0,0,0,0
5603,T00643,14498,nan,zscale,0,0,0,0
5604,T00643,14517,nan,zscale,0,0,0,0
5605,T00643,14567,nan,zscale,0,0,0,0
5606,T00643,14576,nan,zscale,0,0,0,0
5607,T00643,14602,nan,zscale,0,0,0,0
5608,T00643,14635,nan,zscale,0,0,0,0
5609,T00643,14646,nan,zscale,0,0,0,0
5610,T00643,14647,nan,zscale,0,0,0,0
5611,T00643,14650,nan,zscale,0,0,0,0
5612,T00643,14676,nan,zscale,0,0,0,0
5613,T00643,14711,nan,zscale,0,0,0,0
5614,T00643,14715,nan,zscale,0,0,0,0
5615,T00643,14738,nan,zscale,0,0,0,0
5616,T00643,14781,nan,zscale,0,0,0,0
5617,T00643,14782,nan,zscale,0,0,0,0
5618,T00643,14785,nan,zscale,0,0,0,0
5619,T00643,14809,nan,zscale,0,0,0,0
5620,T00643,14836,nan,zscale,0,0,0,0
5621,T00643,14854,nan,zscale,0,0,0,0
5622,T00643,14864,nan,zscale,0,0,0,0
5623,T00643,14868,nan,zscale,0,0,0,0
5624,T00643,14869,nan,zscale,0,0,0,0
5625,T00643,14876,nan,zscale,0,0,0,0
5626,T00643,14886,nan,zscale,0,0,0,0
5627,T00643,14907,nan,zscale,0,0,0,0
5628,T00643,14943,nan,zscale,0,0,0,0
5629,T00643,14959,nan,zscale,0,0,0,0
5630,T00643,14961,nan,zscale,0,0,0,0
5631,T00643,14974,nan,zscale,0,0,0,0
5632,T00643,14992,nan,zscale,0,0,0,0
5633,T00643,14995,nan,zscale,0,0,0,0
5634,T00643,15032,nan,zscale,0,0,0,0
5635,T00643,15045,nan,zscale,0,0,0,0
5636,T00643,15047,nan,zscale,0,0,0,0
5637,T00643,15058,nan,zscale,0,0,0,0
5638,T00643,15073,nan,zscale,0,0,0,0
5639,T00643,15162,nan,zscale,0,0,0,0
5640,T00643,15166,nan,zscale,0,0,0,0
5641,T00643,15197,nan,zscale,0,0,0,0
5642,T00643,15239,nan,zscale,0,0,0,0
5643,T00643,15240,nan,zscale,0,0,0,0
5644,T00643,15257,nan,zscale,0,0,0,0
5645,T00643,15261,nan,zscale,0,0,0,0
5646,T00643,15263,nan,zscale,0,0,0,0
5647,T00643,15274,nan,zscale,0,0,0,0
5648,T00643,15277,nan,zscale,0,0,0,0
5649,T00643,15282,nan,zscale,0,0,0,0
5650,T00643,15283,nan,zscale,0,0,0,0
5651,T00643,15299,nan,zscale,0,0,0,0
5652,T00643,15315,nan,zscale,0,0,0,0
5653,T00643,15327,nan,zscale,0,0,0,0
5654,T00643,15332,nan,zscale,0,0,0,0
5655,T00643,15339,nan,zscale,0,0,0,0
5656,T00643,15354,nan,zscale,0,0,0,0
5657,T00643,15381,nan,zscale,0,0,0,0
5658,T00643,15385,nan,zscale,0,0,0,0
5659,T00643,15396,nan,zscale,0,0,0,0
5660,T00643,15415,nan,zscale,0,0,0,0
5661,T00643,15454,nan,zscale,0,0,0,0
5662,T00643,15455,nan,zscale,0,0,0,0
5663,T00643,15459,nan,zscale,0,0,0,0
5664,T00643,15480,nan,zscale,0,0,0,0
5665,T00643,15488,nan,zscale,0,0,0,0
5666,T00643,15495,nan,zscale,0,0,0,0
5667,T00643,15498,nan,zscale,0,0,0,0
5668,T00643,15501,nan,zscale,0,0,0,0
5669,T00643,15502,nan,zscale,0,0,0,0
5670,T00643,15503,nan,zscale,0,0,0,0
5671,T00643,15510,nan,zscale,0,0,0,0
5672,T00643,15511,nan,zscale,0,0,0,0
5673,T00643,15521,nan,zscale,0,0,0,0
5674,T00643,15523,nan,zscale,0,0,0,0
5675,T00643,15525,nan,zscale,0,0,0,0
5676,T00643,15565,nan,zscale,0,0,0,0
5677,T00643,15579,nan,zscale,0,0,0,0
5678,T00643,15581,nan,zscale,0,0,0,0
5679,T00643,15585,nan,zscale,0,0,0,0
5680,T00643,15587,nan,zscale,0,0,0,0
5681,T00643,15590,nan,zscale,0,0,0,0
5682,T00643,15616,nan,zscale,0,0,0,0
5683,T00643,15617,nan,zscale,0,0,0,0
5684,T00643,15618,nan,zscale,0,0,0,0
5685,T00643,15649,nan,zscale,0,0,0,0
5686,T00643,15680,nan,zscale,0,0,0,0
5687,T00643,15681,nan,zscale,0,0,0,0
5688,T00643,15683,nan,zscale,0,0,0,0
5689,T00643,15690,nan,zscale,0,0,0,0
5690,T00643,15700,nan,zscale,0,0,0,0
5691,T00643,15724,nan,zscale,0,0,0,0
5692,T00643,15752,nan,zscale,0,0,0,0
5693,T00643,15759,nan,zscale,0,0,0,0
5694,T00643,15804,nan,zscale,0,0,0,0
5695,T00643,15822,nan,zscale,0,0,0,0
5696,T00643,15825,nan,zscale,0,0,0,0
5697,T00643,15826,nan,zscale,0,0,0,0
5698,T00643,15829,nan,zscale,0,0,0,0
5699,T00643,15834,nan,zscale,0,0,0,0
5700,T00643,15877,nan,zscale,0,0,0,0
5701,T00643,15890,nan,zscale,0,0,0,0
5702,T00643,15891,nan,zscale,0,0,0,0
5703,T00643,15895,nan,zscale,0,0,0,0
5704,T00643,15906,nan,zscale,0,0,0,0
5705,T00643,15909,nan,zscale,0,0,0,0
5706,T00643,15913,nan,zscale,0,0,0,0
5707,T00643,15936,nan,zscale,0,0,0,0
5708,T00643,15960,nan,zscale,0,0,0,0
5709,T00643,15963,nan,zscale,0,0,0,0
5710,T00643,15972,nan,zscale,0,0,0,0
5711,T00643,16005,nan,zscale,0,0,0,0
5712,T00643,16015,nan,zscale,0,0,0,0
5713,T00643,16016,nan,zscale,0,0,0,0
5714,T00643,16022,nan,zscale,0,0,0,0
5715,T00643,16039,nan,zscale,0,0,0,0
5716,T00643,16050,nan,zscale,0,0,0,0
5717,T00643,16075,nan,zscale,0,0,0,0
5718,T00643,16123,nan,zscale,0,0,0,0
5719,T00643,16131,nan,zscale,0,0,0,0
5720,T00643,16135,nan,zscale,0,0,0,0
5721,T00643,16137,nan,zscale,0,0,0,0
5722,T00643,16152,nan,zscale,0,0,0,0
5723,T00643,16165,nan,zscale,0,0,0,0
5724,T00643,16174,nan,zscale,0,0,0,0
5725,T00643,16180,nan,zscale,0,0,0,0
5726,T00643,16183,nan,zscale,0,0,0,0
5727,T00643,16189,nan,zscale,0,0,0,0
5728,T00643,16194,nan,zscale,0,0,0,0
5729,T00643,16218,nan,zscale,0,0,0,0
5730,T00643,16234,nan,zscale,0,0,0,0
5731,T00643,16239,nan,zscale,0,0,0,0
5732,T00643,16253,nan,zscale,0,0,0,0
5733,T00643,16262,nan,zscale,0,0,0,0
5734,T00643,16266,nan,zscale,0,0,0,0
5735,T00643,16267,nan,zscale,0,0,0,0
5736,T00643,16272,nan,zscale,0,0,0,0
5737,T00643,16275,nan,zscale,0,0,0,0
5738,T00643,16276,nan,zscale,0,0,0,0
5739,T00643,16278,nan,zscale,0,0,0,0
5740,T00643,16280,nan,zscale,0,0,0,0
5741,T00643,16289,nan,zscale,0,0,0,0
5742,T00643,16320,nan,zscale,0,0,0,0
5743,T00643,16329,nan,zscale,0,0,0,0
5744,T00643,16333,nan,zscale,0,0,0,0
5745,T00643,16336,nan,zscale,0,0,0,0
5746,T00643,16349,nan,zscale,0,0,0,0
5747,T00643,16350,nan,zscale,0,0,0,0
5748,T00643,16365,nan,zscale,0,0,0,0
5749,T00643,16378,nan,zscale,0,0,0,0
5750,T00643,16395,nan,zscale,0,0,0,0
5751,T00643,16397,nan,zscale,0,0,0,0
5752,T00643,16404,nan,zscale,0,0,0,0
5753,T00643,16409,nan,zscale,0,0,0,0
5754,T00643,16416,nan,zscale,0,0,0,0
5755,T00643,16420,nan,zscale,0,0,0,0
5756,T00643,16432,nan,zscale,0,0,0,0
5757,T00643,16441,nan,zscale,0,0,0,0
5758,T00643,16450,nan,zscale,0,0,0,0
5759,T00643,16462,nan,zscale,0,0,0,0
5760,T00643,16479,nan,zscale,0,0,0,0
5761,T00643,16480,nan,zscale,0,0,0,0
5762,T00643,16484,nan,zscale,0,0,0,0
5763,T00643,16490,nan,zscale,0,0,0,0
5764,T00643,16495,nan,zscale,0,0,0,0
5765,T00643,16499,nan,zscale,0,0,0,0
5766,T00643,16503,nan,zscale,0,0,0,0
5767,T00643,16523,nan,zscale,0,0,0,0
5768,T00643,16524,nan,zscale,0,0,0,0
5769,T00643,16553,nan,zscale,0,0,0,0
5770,T00643,16559,nan,zscale,0,0,0,0
5771,T00643,16588,nan,zscale,0,0,0,0
5772,T00643,16593,nan,zscale,0,0,0,0
5773,T00643,16597,nan,zscale,0,0,0,0
5774,T00643,16603,nan,zscale,0,0,0,0
5775,T00643,16620,nan,zscale,0,0,0,0
5776,T00643,16621,nan,zscale,0,0,0,0
5777,T00643,16626,nan,zscale,0,0,0,0
5778,T00643,16628,nan,zscale,0,0,0,0
5779,T00643,16636,nan,zscale,0,0,0,0
5780,T00643,16642,nan,zscale,0,0,0,0
5781,T00643,16651,nan,zscale,0,0,0,0
5782,T00643,16701,nan,zscale,0,0,0,0
5783,T00643,16706,nan,zscale,0,0,0,0
5784,T00643,16708,nan,zscale,0,0,0,0
5785,T00643,16737,nan,zscale,0,0,0,0
5786,T00643,16756,nan,zscale,0,0,0,0
5787,T00643,16760,nan,zscale,0,0,0,0
5788,T00643,16785,nan,zscale,0,0,0,0
5789,T00643,16793,nan,zscale,0,0,0,0
5790,T00643,16794,nan,zscale,0,0,0,0
5791,T00643,16797,nan,zscale,0,0,0,0
5792,T00643,16834,nan,zscale,0,0,0,0
5793,T00643,16846,nan,zscale,0,0,0,0
5794,T00643,16847,nan,zscale,0,0,0,0
5795,T00643,16861,nan,zscale,0,0,0,0
5796,T00643,16876,nan,zscale,0,0,0,0
5797,T00643,16896,nan,zscale,0,0,0,0
5798,T00643,16897,nan,zscale,0,0,0,0
5799,T00643,16899,nan,zscale,0,0,0,0
5800,T00643,16900,nan,zscale,0,0,0,0
5801,T00643,16934,nan,zscale,0,0,0,0
5802,T00643,16943,nan,zscale,0,0,0,0
5803,T00643,16951,nan,zscale,0,0,0,0
5804,T00643,16977,nan,zscale,0,0,0,0
5805,T00643,16984,nan,zscale,0,0,0,0
5806,T00643,17000,nan,zscale,0,0,0,0
5807,T00643,17003,nan,zscale,0,0,0,0
5808,T00643,17004,nan,zscale,0,0,0,0
5809,T00643,17009,nan,zscale,0,0,0,0
5810,T00643,17010,nan,zscale,0,0,0,0
5811,T00643,17015,nan,zscale,0,0,0,0
5812,T00643,17020,nan,zscale,0,0,0,0
5813,T00643,17028,nan,zscale,0,0,0,0
5814,T00643,17033,nan,zscale,0,0,0,0
5815,T00643,17048,nan,zscale,0,0,0,0
5816,T00643,17057,nan,zscale,0,0,0,0
5817,T00643,17059,nan,zscale,0,0,0,0
5818,T00643,17061,nan,zscale,0,0,0,0
5819,T00643,17063,nan,zscale,0,0,0,0
5820,T00643,17064,nan,zscale,0,0,0,0
5821,T00643,17081,nan,zscale,0,0,0,0
5822,T00643,17084,nan,zscale,0,0,0,0
5823,T00643,17090,nan,zscale,0,0,0,0
5824,T00643,17096,nan,zscale,0,0,0,0
5825,T00643,17111,nan,zscale,0,0,0,0
5826,T00643,17125,nan,zscale,0,0,0,0
5827,T00643,17137,nan,zscale,0,0,0,0
5828,T00643,17150,nan,zscale,0,0,0,0
5829,T00643,17155,nan,zscale,0,0,0,0
5830,T00643,17165,nan,zscale,0,0,0,0
5831,T00643,17178,nan,zscale,0,0,0,0
5832,T00643,17182,nan,zscale,0,0,0,0
5833,T00643,17187,nan,zscale,0,0,0,0
5834,T00643,17194,nan,zscale,0,0,0,0
5835,T00643,17197,nan,zscale,0,0,0,0
5836,T00643,17201,nan,zscale,0,0,0,0
5837,T00643,17204,nan,zscale,0,0,0,0
5838,T00643,17219,nan,zscale,0,0,0,0
5839,T00643,17220,nan,zscale,0,0,0,0
5840,T00643,17224,nan,zscale,0,0,0,0
5841,T00643,17233,nan,zscale,0,0,0,0
5842,T00643,17237,nan,zscale,0,0,0,0
5843,T00643,17241,nan,zscale,0,0,0,0
5844,T00643,17243,nan,zscale,0,0,0,0
5845,T00643,17250,nan,zscale,0,0,0,0
5846,T00643,17254,nan,zscale,0,0,0,0
5847,T00643,17269,nan,zscale,0,0,0,0
5848,T00643,17277,nan,zscale,0,0,0,0
5849,T00643,17281,nan,zscale,0,0,0,0
5850,T00643,17282,nan,zscale,0,0,0,0
5851,T00643,17287,nan,zscale,0,0,0,0
5852,T00643,17295,nan,zscale,0,0,0,0
5853,T00643,17307,nan,zscale,0,0,0,0
5854,T00643,17310,nan,zscale,0,0,0,0
5855,T00643,17322,nan,zscale,0,0,0,0
5856,T00643,17323,nan,zscale,0,0,0,0
5857,T00643,17327,nan,zscale,0,0,0,0
5858,T00643,17328,nan,zscale,0,0,0,0
5859,T00643,17332,nan,zscale,0,0,0,0
5860,T00643,17336,nan,zscale,0,0,0,0
5861,T00643,17349,nan,zscale,0,0,0,0
5862,T00643,17352,nan,zscale,0,0,0,0
5863,T00643,17367,nan,zscale,0,0,0,0
5864,T00643,17381,nan,zscale,0,0,0,0
5865,T00643,17387,nan,zscale,0,0,0,0
5866,T00643,17395,nan,zscale,0,0,0,0
5867,T00643,17412,nan,zscale,0,0,0,0
5868,T00643,17418,nan,zscale,0,0,0,0
5869,T00643,17420,nan,zscale,0,0,0,0
5870,T00643,17424,nan,zscale,0,0,0,0
5871,T00643,17425,nan,zscale,0,0,0,0
5872,T00643,17426,nan,zscale,0,0,0,0
5873,T00643,17428,nan,zscale,0,0,0,0
5874,T00643,17437,nan,zscale,0,0,0,0
5875,T00643,17440,nan,zscale,0,0,0,0
5876,T00643,17444,nan,zscale,0,0,0,0
5877,T00643,17451,nan,zscale,0,0,0,0
5878,T00643,17455,nan,zscale,0,0,0,0
5879,T00643,17460,nan,zscale,0,0,0,0
5880,T00643,17461,nan,zscale,0,0,0,0
5881,T00643,17463,nan,zscale,0,0,0,0
5882,T00643,17464,nan,zscale,0,0,0,0
5883,T00643,17465,nan,zscale,0,0,0,0
5884,T00643,17472,nan,zscale,0,0,0,0
5885,T00643,17480,nan,zscale,0,0,0,0
5886,T00643,17486,nan,zscale,0,0,0,0
5887,T00643,17498,nan,zscale,0,0,0,0
5888,T00643,17509,nan,zscale,0,0,0,0
5889,T00643,17513,nan,zscale,0,0,0,0
5890,T00643,17516,nan,zscale,0,0,0,0
5891,T00643,17527,nan,zscale,0,0,0,0
5892,T00643,17543,nan,zscale,0,0,0,0
5893,T00643,17544,nan,zscale,0,0,0,0
5894,T00643,17551,nan,zscale,0,0,0,0
5895,T00643,17556,nan,zscale,0,0,0,0
5896,T00643,17570,nan,zscale,0,0,0,0
5897,T00643,17571,nan,zscale,0,0,0,0
5898,T00643,17575,nan,zscale,0,0,0,0
5899,T00643,17580,nan,zscale,0,0,0,0
5900,T00643,17603,nan,zscale,0,0,0,0
5901,T00643,17610,nan,zscale,0,0,0,0
5902,T00643,17615,nan,zscale,0,0,0,0
5903,T00643,17632,nan,zscale,0,0,0,0
5904,T00643,17640,nan,zscale,0,0,0,0
5905,T00643,17645,nan,zscale,0,0,0,0
5906,T00643,17655,nan,zscale,0,0,0,0
5907,T00643,17666,nan,zscale,0,0,0,0
5908,T00643,17674,nan,zscale,0,0,0,0
5909,T00643,17676,nan,zscale,0,0,0,0
5910,T00643,17680,nan,zscale,0,0,0,0
5911,T00643,17692,nan,zscale,0,0,0,0
5912,T00643,17699,nan,zscale,0,0,0,0
5913,T00643,17707,nan,zscale,0,0,0,0
5914,T00643,17708,nan,zscale,0,0,0,0
5915,T00643,17719,nan,zscale,0,0,0,0
5916,T00643,17738,nan,zscale,0,0,0,0
5917,T00643,17745,nan,zscale,0,0,0,0
5918,T00643,17760,nan,zscale,0,0,0,0
5919,T00643,17766,nan,zscale,0,0,0,0
5920,T00643,17770,nan,zscale,0,0,0,0
5921,T00643,17777,nan,zscale,0,0,0,0
5922,T00643,17788,nan,zscale,0,0,0,0
5923,T00643,17790,nan,zscale,0,0,0,0
5924,T00643,17798,nan,zscale,0,0,0,0
5925,T00643,17812,nan,zscale,0,0,0,0
5926,T00643,17818,nan,zscale,0,0,0,0
5927,T00643,17820,nan,zscale,0,0,0,0
5928,T00643,17822,nan,zscale,0,0,0,0
5929,T00643,17833,nan,zscale,0,0,0,0
5930,T00643,17847,nan,zscale,0,0,0,0
5931,T00643,17859,nan,zscale,0,0,0,0
5932,T00643,17865,nan,zscale,0,0,0,0
5933,T00643,17867,nan,zscale,0,0,0,0
5934,T00643,17874,nan,zscale,0,0,0,0
5935,T00643,17881,nan,zscale,0,0,0,0
5936,T00643,17886,nan,zscale,0,0,0,0
5937,T00643,17891,nan,zscale,0,0,0,0
5938,T00643,17907,nan,zscale,0,0,0,0
5939,T00643,17908,nan,zscale,0,0,0,0
5940,T00643,17925,nan,zscale,0,0,0,0
5941,T00643,17927,nan,zscale,0,0,0,0
5942,T00643,17929,nan,zscale,0,0,0,0
5943,T00643,17936,nan,zscale,0,0,0,0
5944,T00643,17945,nan,zscale,0,0,0,0
5945,T00643,17947,nan,zscale,0,0,0,0
5946,T00643,17949,nan,zscale,0,0,0,0
5947,T00643,17954,nan,zscale,0,0,0,0
5948,T00643,17959,nan,zscale,0,0,0,0
5949,T00643,17964,nan,zscale,0,0,0,0
5950,T00643,17970,nan,zscale,0,0,0,0
5951,T00643,17972,nan,zscale,0,0,0,0
5952,T00643,17973,nan,zscale,0,0,0,0
5953,T00643,17975,nan,zscale,0,0,0,0
5954,T00643,17989,nan,zscale,0,0,0,0
5955,T00643,17991,nan,zscale,0,0,0,0
5956,T00643,17999,nan,zscale,0,0,0,0
5957,T00643,18003,nan,zscale,0,0,0,0
5958,T00643,18004,nan,zscale,0,0,0,0
5959,T00643,18010,nan,zscale,0,0,0,0
5960,T00643,18012,nan,zscale,0,0,0,0
5961,T00643,18016,nan,zscale,0,0,0,0
5962,T00643,18021,nan,zscale,0,0,0,0
5963,T00643,18028,nan,zscale,0,0,0,0
5964,T00643,18035,nan,zscale,0,0,0,0
5965,T00643,18037,nan,zscale,0,0,0,0
5966,T00643,18042,nan,zscale,0,0,0,0
5967,T00643,18047,nan,zscale,0,0,0,0
5968,T00643,18052,nan,zscale,0,0,0,0
5969,T00643,18060,nan,zscale,0,0,0,0
5970,T00643,18063,nan,zscale,0,0,0,0
5971,T00643,18064,nan,zscale,0,0,0,0
5972,T00643,18068,nan,zscale,0,0,0,0
5973,T00643,18072,nan,zscale,0,0,0,0
5974,T00643,18079,nan,zscale,0,0,0,0
5975,T00643,18080,nan,zscale,0,0,0,0
5976,T00643,18081,nan,zscale,0,0,0,0
5977,T00643,18083,nan,zscale,0,0,0,0
5978,T00643,18085,nan,zscale,0,0,0,0
5979,T00643,18090,nan,zscale,0,0,0,0
5980,T00643,18096,nan,zscale,0,0,0,0
5981,T00643,18097,nan,zscale,0,0,0,0
5982,T00643,18103,nan,zscale,0,0,0,0
5983,T00643,18106,nan,zscale,0,0,0,0
5984,T00643,18112,nan,zscale,0,0,0,0
5985,T00643,18113,nan,zscale,0,0,0,0
5986,T00643,18114,nan,zscale,0,0,0,0
5987,T00643,18115,nan,zscale,0,0,0,0
5988,T00643,18116,nan,zscale,0,0,0,0
5989,T00643,18117,nan,zscale,0,0,0,0
5990,T00643,18118,nan,zscale,0,0,0,0
5991,T00643,18119,nan,zscale,0,0,0,0
5992,T00643,18120,nan,zscale,0,0,0,0
5993,T00643,18123,nan,zscale,0,0,0,0
5994,T00643,18124,nan,zscale,0,0,0,0
5995,T00643,18126,nan,zscale,0,0,0,0
5996,T00643,18129,nan,zscale,0,0,0,0
5997,T00643,18136,nan,zscale,0,0,0,0
5998,T00643,18139,nan,zscale,0,0,0,0
5999,T00643,18140,nan,zscale,0,0,0,0
6000,T00643,18147,nan,zscale,0,0,0,0
6001,T00643,18148,nan,zscale,0,0,0,0
6002,T00643,18150,nan,zscale,0,0,0,0
6003,T00643,18156,nan,zscale,0,0,0,0
6004,T00643,18158,nan,zscale,0,0,0,0
6005,T00643,18159,nan,zscale,0,0,0,0
6006,T00643,18161,nan,zscale,0,0,0,0
6007,T00643,18165,nan,zscale,0,0,0,0
6008,T00643,18167,nan,zscale,0,0,0,0
6009,T00643,18173,nan,zscale,0,0,0,0
6010,T00643,18177,nan,zscale,0,0,0,0
6011,T00643,18179,nan,zscale,0,0,0,0
6012,T00643,18180,nan,zscale,0,0,0,0
6013,T00643,18181,nan,zscale,0,0,0,0
6014,T00643,18182,nan,zscale,0,0,0,0
6015,T00643,18185,nan,zscale,0,0,0,0
6016,T00643,18186,nan,zscale,0,0,0,0
6017,T00643,18187,nan,zscale,0,0,0,0
6018,T00643,18188,nan,zscale,0,0,0,0
6019,T00643,18189,nan,zscale,0,0,0,0
6020,T00643,18194,nan,zscale,0,0,0,0
6021,T00643,18195,nan,zscale,0,0,0,0
6022,T00643,18200,nan,zscale,0,0,0,0
6023,T00643,18201,nan,zscale,0,0,0,0
6024,T00643,18203,nan,zscale,0,0,0,0
6025,T00643,18206,nan,zscale,0,0,0,0
6026,T00643,18209,nan,zscale,0,0,0,0
6027,T00643,18210,nan,zscale,0,0,0,0
6028,T00643,18214,nan,zscale,0,0,0,0
6029,T00643,18215,nan,zscale,0,0,0,0
6030,T00643,18218,nan,zscale,0,0,0,0
6031,T00643,18223,nan,zscale,0,0,0,0
6032,T00643,18228,nan,zscale,0,0,0,0
6033,T00643,18231,nan,zscale,0,0,0,0
6034,T00643,18232,nan,zscale,0,0,0,0
6035,T00643,18234,nan,zscale,0,0,0,0
6036,T00643,18236,nan,zscale,0,0,0,0
6037,T00643,18240,nan,zscale,0,0,0,0
6038,T00643,18243,nan,zscale,0,0,0,0
6039,T00643,18246,nan,zscale,0,0,0,0
6040,T00643,18252,nan,zscale,0,0,0,0
6041,T00643,18255,nan,zscale,0,0,0,0
6042,T00643,18257,nan,zscale,0,0,0,0
6043,T00643,18259,nan,zscale,0,0,0,0
6044,T00643,18262,nan,zscale,0,0,0,0
6045,T00643,18263,nan,zscale,0,0,0,0
6046,T00643,18267,nan,zscale,0,0,0,0
6047,T00643,18270,nan,zscale,0,0,0,0
6048,T00643,18271,nan,zscale,0,0,0,0
6049,T00643,18274,nan,zscale,0,0,0,0
6050,T00643,18275,nan,zscale,0,0,0,0
6051,T00643,18276,nan,zscale,0,0,0,0
6052,T00643,18279,nan,zscale,0,0,0,0
6053,T00643,18282,nan,zscale,0,0,0,0
6054,T00643,18284,nan,zscale,0,0,0,0
6055,T00643,18287,nan,zscale,0,0,0,0
6056,T00643,18290,nan,zscale,0,0,0,0
6057,T00643,18299,nan,zscale,0,0,0,0
6058,T00643,18302,nan,zscale,0,0,0,0
6059,T00643,18307,nan,zscale,0,0,0,0
6060,T00643,18308,nan,zscale,0,0,0,0
6061,T00643,18311,nan,zscale,0,0,0,0
6062,T00643,18312,nan,zscale,0,0,0,0
6063,T00643,18313,nan,zscale,0,0,0,0
6064,T00643,18314,nan,zscale,0,0,0,0
6065,T00643,18315,nan,zscale,0,0,0,0
6066,T00643,18316,nan,zscale,0,0,0,0
6067,T00643,18321,nan,zscale,0,0,0,0
6068,T00643,18323,nan,zscale,0,0,0,0
6069,T00643,18324,nan,zscale,0,0,0,0
6070,T00643,18325,nan,zscale,0,0,0,0
6071,T00643,18328,nan,zscale,0,0,0,0
6072,T00643,18333,nan,zscale,0,0,0,0
6073,T00643,18335,nan,zscale,0,0,0,0
6074,T00643,18337,nan,zscale,0,0,0,0
6075,T00643,18338,nan,zscale,0,0,0,0
6076,T00643,18342,nan,zscale,0,0,0,0
6077,T00643,18346,nan,zscale,0,0,0,0
6078,T00643,18348,nan,zscale,0,0,0,0
6079,T00643,18350,nan,zscale,0,0,0,0
6080,T00643,18352,nan,zscale,0,0,0,0
6081,T00643,18353,nan,zscale,0,0,0,0
6082,T00643,18355,nan,zscale,0,0,0,0
6083,T00643,18356,nan,zscale,0,0,0,0
6084,T00643,18358,nan,zscale,0,0,0,0
6085,T00643,18360,nan,zscale,0,0,0,0
6086,T00643,18361,nan,zscale,0,0,0,0
6087,T00643,18363,nan,zscale,0,0,0,0
6088,T00643,18364,nan,zscale,0,0,0,0
6089,T00643,18368,nan,zscale,0,0,0,0
6090,T00643,18369,nan,zscale,0,0,0,0
6091,T00643,18370,nan,zscale,0,0,0,0
6092,T00643,18373,nan,zscale,0,0,0,0
6093,T00643,18376,nan,zscale,0,0,0,0
6094,T00643,18377,nan,zscale,0,0,0,0
6095,T00643,18384,nan,zscale,0,0,0,0
6096,T00643,18396,nan,zscale,0,0,0,0
6097,T00643,18397,nan,zscale,0,0,0,0
6098,T00643,18398,nan,zscale,0,0,0,0
6099,T00643,18399,nan,zscale,0,0,0,0
6100,T00643,18400,nan,zscale,0,0,0,0
6101,T00643,18402,nan,zscale,0,0,0,0
6102,T00643,18405,nan,zscale,0,0,0,0
6103,T00643,18409,nan,zscale,0,0,0,0
6104,T00643,18412,nan,zscale,0,0,0,0
6105,T00643,18413,nan,zscale,0,0,0,0
6106,T00643,18418,nan,zscale,0,0,0,0
6107,T00643,18421,nan,zscale,0,0,0,0
6108,T00643,18424,nan,zscale,0,0,0,0
6109,T00643,18426,nan,zscale,0,0,0,0
6110,T00643,18430,nan,zscale,0,0,0,0
6111,T00643,18435,nan,zscale,0,0,0,0
6112,T00643,18439,nan,zscale,0,0,0,0
6113,T00643,18441,nan,zscale,0,0,0,0
6114,T00643,18450,nan,zscale,0,0,0,0
6115,T00643,18451,nan,zscale,0,0,0,0
6116,T00643,18454,nan,zscale,0,0,0,0
6117,T00643,18458,nan,zscale,0,0,0,0
6118,T00643,18460,nan,zscale,0,0,0,0
6119,T00643,18462,nan,zscale,0,0,0,0
6120,T00643,18466,nan,zscale,0,0,0,0
6121,T00643,18474,nan,zscale,0,0,0,0
6122,T00643,18475,nan,zscale,0,0,0,0
6123,T00643,18476,nan,zscale,0,0,0,0
6124,T00643,18482,nan,zscale,0,0,0,0
6125,T00643,18488,nan,zscale,0,0,0,0
6126,T00643,18492,nan,zscale,0,0,0,0
6127,T00643,18497,nan,zscale,0,0,0,0
6128,T00643,18498,nan,zscale,0,0,0,0
