file_index,tile_id,unique_number,Memo,Scale,Significant,Marginal,Subtraction,Error
0,T00535,382,,zscale,1,0,0,0
1,T00535,4836,,zscale,0,0,0,1
2,T00535,5106,,zscale,0,1,0,0
3,T00535,5196,,zscale,0,0,1,0
4,T00535,5777,,zscale,0,0,1,0
5,T00535,10661,,zscale,1,0,0,0
6,T00535,12312,,zscale,0,1,0,0
7,T00535,12374,,zscale,0,1,0,0
8,T00535,12779,,zscale,0,1,0,0
9,T00535,13340,,zscale,0,1,0,0
10,T00535,13490,fdfd,zscale,0,0,0,0
11,T00535,13593,,zscale,0,0,0,0
-1,Total,11,10/12,83.3%,2,5,2,1
